GeneID	GeneName	SRR9624152	SRR9624153	SRR9624154	SRR9624155	SRR9624156	SRR9624157
g1625	--	2	2	31	0	2	34
g1626	--	13	16	179	16	13	108
g1627	--	9	15	41	7	15	81
g1628	--	13	13	328	4	5	86
g1629	--	22	47	444	30	30	263
g163	--	235	549	1638	166	204	1788
g1630	--	1	0	5	0	0	4
g1631	--	0	0	0	0	0	0
g1632	--	1	0	4	1	0	8
g1633	--	0	0	0	0	0	0
g1634	--	8	10	31	6	13	80
g1635	--	4	6	35	2	2	32
g1636	--	2	0	2	0	0	4
g1637	--	569	710	4313	439	572	4868
g1638	--	8	12	155	10	5	58
g1639	--	0	2	8	0	0	3
g164	--	2777	4629	12368	2480	3172	26068
g1640	--	0	0	7	0	0	0
g1641	--	0	0	3	0	2	8
g1642	--	0	0	0	0	0	0
g1643	--	0	2	0	2	0	8
g1644	--	0	0	1	0	0	0
g1645	--	1	2	28	0	1	7
g1646	--	2	2	30	0	0	3
g1647	--	2	0	12	0	0	7
g1648	--	12	9	225	14	5	89
g1649	--	3	2	138	2	7	39
g165	--	590	814	2222	590	752	6162
g1650	--	0	0	1	0	2	0
g1651	--	327	318	1056	267	256	2206
g1652	--	104	84	444	52	47	511
g1653	--	694	684	3168	537	726	5813
g1654	--	104	144	354	57	65	599
g1655	--	73	98	557	55	72	505
g1656	--	169	218	542	154	169	1420
g1657	--	49	102	332	47	51	452
g1658	--	739	1003	3055	743	888	7585
g1659	--	35	75	201	43	56	437
g166	--	340	542	1572	464	558	4384
g1660	--	106	111	596	75	85	658
g1661	--	1010	966	4106	758	941	7487
g1662	--	3497	4352	14010	2676	3219	27718
g1663	--	773	1445	3596	791	969	8274
g1664	--	8430	10307	28354	9055	9883	89253
g1665	--	132	242	1107	99	117	1001
g1666	--	1420	2160	6400	1541	1749	15676
g1667	--	673	709	2176	607	786	6290
g1668	--	98	118	454	81	119	900
g1669	--	159	144	496	149	162	1586
g167	--	412	505	1372	313	429	3580
g1670	--	7865	11502	35488	9490	10159	94966
g1671	--	1020	1301	3752	987	1198	10344
g1672	--	1049	1214	3514	826	1006	8660
g1673	--	191	250	928	203	254	2014
g1674	--	105	112	294	70	101	673
g1675	--	78	70	234	44	67	528
g1676	--	549	687	1824	685	873	7392
g1677	--	346	340	850	401	419	3962
g1678	--	351	278	954	312	267	2571
g1679	--	541	653	1830	523	689	5395
g168	--	49	85	352	59	66	614
g1680	--	12	16	54	23	13	163
g1681	--	149	225	874	280	307	2697
g1682	--	226	320	1158	173	235	1944
g1683	--	309	312	1012	289	365	2947
g1684	--	1274	1648	5186	1383	1645	14433
g1685	--	793	909	3000	863	971	8390
g1686	--	44	43	184	53	45	465
g1687	--	477	453	1268	391	470	3983
g1688	--	548	602	1780	558	671	5531
g1689	--	548	603	1786	559	671	5535
g169	--	70	117	410	86	122	1098
g1690	--	2897	3914	10626	3985	5098	42923
g1691	--	1076	1630	4484	1322	1552	12693
g1692	--	1960	2828	7398	2553	3033	25907
g1693	--	340	522	1622	452	468	4676
g1694	--	193	229	838	210	236	1911
g1695	--	886	869	2566	772	999	8815
g1696	--	276	287	1000	209	253	2192
g1697	--	217	225	624	206	243	2302
g1698	--	1014	1243	3364	1086	1314	10782
g1699	--	533	582	1750	442	563	4340
g17	--	486	601	1930	453	608	5218
g170	--	692	954	2346	711	813	7355
g1700	--	1196	1606	4338	1297	1436	12472
g1701	--	970	1068	3922	942	1029	9524
g1702	--	739	719	2320	531	652	4994
g1703	--	106	176	492	131	180	1529
g1704	--	71	131	286	103	142	950
g1705	--	561	595	1798	454	668	5306
g1706	--	287	451	1142	266	307	2798
g1707	--	236	302	1006	227	225	1692
g1708	--	282	212	738	155	194	1580
g1709	--	1956	2462	6678	1855	2267	18941
g171	--	399	510	1648	520	647	5156
g1710	--	457	653	1790	453	534	4547
g1711	--	45	61	198	32	49	362
g1712	--	297	293	934	302	302	2592
g1713	--	242	284	782	265	322	2775
g1714	--	173	161	512	111	135	1351
g1715	--	629	647	2150	631	762	6720
g1716	--	343	390	1068	289	317	2974
g1717	--	285	261	900	159	229	1929
g1718	--	87	88	390	61	79	547
g1719	--	404	565	2222	300	370	2950
g172	--	186	232	688	243	337	2486
g1720	--	357	352	1090	206	265	2033
g1721	--	123	171	516	122	168	1358
g1722	--	161	212	716	137	136	1369
g1723	--	150	139	434	99	128	1021
g1724	--	469	660	2048	647	743	6429
g1725	--	3657	3919	12664	3595	4318	37569
g1726	--	199	212	776	258	272	2291
g1727	--	235	283	1222	165	218	2088
g1728	--	304	368	1072	273	325	2824
g1729	--	636	1238	3964	1032	1150	9555
g173	--	86	108	466	125	123	1240
g1730	--	485	646	1680	410	522	4120
g1731	--	471	625	1636	545	645	5483
g1732	--	186	332	934	270	296	2721
g1733	--	1048	1820	4592	789	892	8247
g1734	--	115	124	366	81	97	869
g1735	--	331	344	1502	294	373	3460
g1736	--	237	333	1444	190	241	1802
g1737	--	866	891	2588	739	909	7706
g1738	--	55	81	362	76	77	712
g1739	--	774	892	2506	840	913	7718
g174	--	181	191	654	228	277	2288
g1740	--	562	653	2034	611	773	6245
g1741	--	258	306	1080	196	276	2224
g1742	--	562	541	1728	491	615	5470
g1743	--	562	541	1728	491	615	5470
g1744	--	313	496	1406	408	485	3904
g1745	--	159	158	806	194	193	1849
g1746	--	161	102	456	112	171	1473
g1747	--	57	232	580	75	64	702
g1748	--	13	94	322	34	10	191
g1749	--	545	653	2012	372	557	4539
g175	--	218	299	1036	315	365	3161
g1750	--	1132	1253	3838	1083	1219	10289
g1751	--	135	227	928	112	180	1162
g1752	--	232	259	866	130	206	1737
g1753	--	293	351	920	349	441	3518
g1754	--	193	313	840	226	325	2531
g1755	--	302	287	954	301	316	2669
g1756	--	998	1245	3500	888	948	7956
g1757	--	208	337	1032	202	208	2185
g1758	--	78	197	518	50	64	716
g1759	--	377	444	1322	416	496	4320
g176	--	312	368	1090	343	414	3259
g1760	--	465	619	1834	413	598	4197
g1761	--	191	291	824	273	333	2739
g1762	--	965	1435	3738	963	1272	10274
g1763	--	92	92	364	58	76	599
g1764	--	391	512	4981	289	435	3342
g1765	--	702	1136	2804	585	799	6548
g1766	--	477	986	2270	517	561	5547
g1767	--	402	583	1586	416	399	3515
g1768	--	148	166	883	87	117	909
g1769	--	527	747	1827	464	492	4515
g177	--	170	190	584	94	119	1034
g1770	--	264	343	972	206	282	2432
g1771	--	1077	1387	5829	1374	1591	13220
g1772	--	667	1035	3729	1113	1337	11028
g1773	--	1020	1523	4684	1770	2068	17299
g1774	--	132	163	444	86	91	838
g1775	--	347	430	1594	381	394	3269
g1776	--	461	700	2522	411	458	3827
g1777	--	90	102	306	119	103	1022
g1778	--	224	192	864	138	188	1382
g1779	--	179	273	994	176	214	1643
g178	--	161	184	554	91	111	997
g1780	--	362	326	1246	274	413	3253
g1781	--	1991	2942	8598	1493	1683	14578
g1782	--	109	209	598	80	111	873
g1783	--	142	261	622	105	168	1180
g1784	--	1357	1788	6460	901	1098	8603
g1785	--	1648	1895	5270	1519	1989	16229
g1786	--	491	480	1456	529	592	4876
g1787	--	574	517	1708	598	740	5840
g1788	--	116	192	946	227	242	1836
g1789	--	4	15	62	2	10	73
g179	--	94	165	838	159	171	1857
g1790	--	177	144	718	196	238	1767
g1791	--	465	712	2146	623	769	6322
g1792	--	150	223	576	180	275	2009
g1793	--	479	933	2496	496	624	5415
g1794	--	174	194	912	111	131	1205
g1795	--	1025	1338	3618	926	1020	9492
g1796	--	323	500	1538	309	431	3714
g1797	--	1697	2356	6474	1564	2042	16773
g1798	--	1697	2356	6474	1564	2042	16773
g1799	--	817	914	2976	926	1151	9400
g18	--	259	158	646	241	280	2036
g180	--	1463	1604	4682	1371	1780	14990
g1800	--	703	1027	3168	544	734	5548
g1801	--	253	619	1666	221	290	2387
g1802	--	209	349	948	216	295	2597
g1803	--	217	378	1050	220	279	2482
g1804	--	496	679	2134	509	554	4931
g1805	--	1368	1796	5174	1110	1326	11011
g1806	--	148	205	1102	91	123	952
g1807	--	126	201	474	129	158	1409
g1808	--	186	251	916	147	180	1677
g1809	--	752	967	2658	718	886	8014
g181	--	673	973	2700	920	1139	9501
g1810	--	365	391	1352	365	390	3489
g1811	--	145	167	744	161	201	1664
g1812	--	297	409	1344	398	426	4135
g1813	--	213	355	1016	201	219	2000
g1814	--	555	666	2026	556	618	5048
g1815	--	616	743	2370	645	711	5989
g1816	--	132	138	490	170	170	1776
g1817	--	159	245	698	159	177	1575
g1818	--	1538	2039	5454	2043	2385	20598
g1819	--	382	544	1830	297	471	3705
g182	--	188	189	740	216	266	2213
g1820	--	557	699	2232	590	795	6070
g1821	--	263	412	1334	264	337	2503
g1822	--	3199	3795	11322	3368	4007	34557
g1823	--	251	355	942	313	412	3167
g1824	--	124	191	472	213	251	1956
g1825	--	262	314	916	256	269	2642
g1826	--	234	305	784	210	235	2203
g1827	--	141	113	352	159	170	1494
g1828	--	13	9	16	3	1	70
g1829	--	594	796	2218	565	697	5985
g183	--	394	444	1502	424	496	4475
g1830	--	756	954	2686	841	981	8552
g1831	--	4501	6074	17038	4098	5028	41826
g1832	--	800	860	3168	752	863	7424
g1833	--	237	217	954	182	227	1977
g1834	--	412	718	3330	314	478	4050
g1835	--	1237	1789	4732	1243	1469	12651
g1836	--	116	150	550	119	127	1018
g1837	--	336	361	1302	321	415	3854
g1838	--	498	539	1806	607	678	5672
g1839	--	304	494	1220	290	380	3174
g184	--	273	413	1192	283	406	2972
g1840	--	989	1194	5365	447	573	4340
g1841	--	573	618	2963	373	344	3156
g1842	--	1664	2459	6472	1747	2050	17361
g1843	--	163	193	524	117	134	1410
g1844	--	184	226	906	171	183	1753
g1845	--	483	577	1610	487	556	4425
g1846	--	350	477	1328	454	529	4703
g1847	--	45	49	246	41	45	487
g1848	--	240	389	862	307	406	3460
g1849	--	134	131	498	152	173	1488
g185	--	2248	2659	8192	2548	3050	26708
g1850	--	503	598	2002	700	838	6639
g1851	--	238	265	726	246	281	2324
g1852	--	200	257	806	213	205	1837
g1853	--	509	550	1766	472	592	5071
g1854	--	348	598	1420	461	534	4452
g1855	--	1374	1912	5446	1351	1594	13892
g1856	--	758	816	2266	631	705	6366
g1857	--	166	210	710	158	180	1473
g1858	--	1149	1516	4258	1147	1540	11765
g1859	--	255	409	1224	224	280	2306
g186	--	1074	1519	4380	1262	1662	13158
g1860	--	545	604	2020	713	836	6509
g1861	--	1396	1514	4448	1411	1668	13411
g1862	--	488	548	1788	469	545	4469
g1863	--	45	53	120	33	24	371
g1864	--	32	45	84	22	23	240
g1865	--	6450	21291	47368	10174	12193	104014
g1866	--	803	4535	9890	749	825	7080
g1867	--	437	576	1626	305	377	3560
g1868	--	340	509	1382	222	340	2473
g1869	--	308	350	1064	241	277	2555
g187	--	36	51	218	38	54	440
g1870	--	352	335	1064	310	377	3112
g1871	--	1250	1480	4260	898	1220	9791
g1872	--	323	289	1010	290	280	2602
g1873	--	1624	2210	7844	1878	2166	18488
g1874	--	991	1315	3684	1222	1418	12840
g1875	--	75	130	490	88	99	937
g1876	--	387	475	1690	371	488	4128
g1877	--	78	51	270	62	51	497
g1878	--	174	208	586	130	183	1423
g1879	--	114	134	420	86	66	688
g188	--	223	407	1208	227	321	2200
g1880	--	3579	5534	14884	4706	5573	48554
g1881	--	2557	3925	10310	3332	3837	34245
g1882	--	564	733	1906	653	829	6600
g1883	--	745	1190	3878	872	1075	8722
g1884	--	677	1256	3956	763	914	7817
g1885	--	10732	17326	43104	16177	18744	166676
g1886	--	84	105	348	94	102	725
g1887	--	113	180	1185	85	93	892
g1888	--	1502	2534	6601	1480	1769	15107
g1889	--	413	612	1714	259	345	2940
g189	--	1914	2461	7384	1860	2336	18816
g1890	--	285	445	1396	347	446	3283
g1891	--	540	473	1556	470	565	4683
g1892	--	1112	1426	3988	1066	1304	10257
g1893	--	531	601	1714	424	499	4452
g1894	--	48	49	150	31	61	339
g1895	--	68	71	356	56	66	562
g1896	--	304	639	1786	296	380	2859
g1897	--	713	729	2058	593	822	6377
g1898	--	108	106	378	131	136	1153
g1899	--	239	286	920	248	285	2608
g19	--	45	51	144	22	33	358
g190	--	1529	2308	5974	1520	1899	16289
g1900	--	73	162	652	105	96	992
g1901	--	220	265	1056	214	340	2553
g1902	--	289	638	1766	197	239	1817
g1903	--	3093	4272	11032	2606	2607	24786
g1904	--	1059	1167	3274	1166	1337	11532
g1905	--	95	208	608	79	76	813
g1906	--	3618	4657	13734	4007	4666	40849
g1907	--	765	1352	3970	1160	1322	11617
g1908	--	676	929	2342	682	880	7062
g1909	--	271	265	1070	215	242	1926
g191	--	557	503	1718	467	543	4894
g1910	--	280	241	680	190	252	2043
g1911	--	458	624	1690	424	510	3929
g1912	--	283	436	1174	276	342	3066
g1913	--	1145	1397	4032	1087	1345	11729
g1914	--	216	539	1194	261	348	2756
g1915	--	680	870	2402	619	735	6251
g1916	--	367	436	1198	493	595	4713
g1917	--	1834	2690	7102	1573	1983	16545
g1918	--	1770	1851	5480	1092	1395	12144
g1919	--	101	161	830	120	170	1363
g192	--	79	94	290	40	59	537
g1920	--	25	31	104	12	21	194
g1921	--	13	52	204	41	36	342
g1922	--	380	457	1274	393	478	3888
g1923	--	85	82	276	105	127	1087
g1924	--	37	42	114	30	33	388
g1925	--	118	129	422	130	175	1447
g1926	--	144	187	498	141	181	1517
g1927	--	294	459	1216	275	356	3055
g1928	--	75	125	464	125	106	1168
g1929	--	196	258	814	216	285	2018
g193	--	2937	3250	9206	2706	3208	26754
g1930	--	946	1473	4340	1035	1112	10018
g1931	--	745	955	2784	592	773	6122
g1932	--	590	616	1830	644	845	6324
g1933	--	395	434	1340	452	547	4896
g1934	--	164	166	596	145	216	1662
g1935	--	246	278	1026	157	219	1953
g1936	--	159	207	950	311	381	3085
g1937	--	68	86	328	42	42	442
g1938	--	199	174	580	168	137	1489
g1939	--	94	101	302	49	115	757
g194	--	1239	1954	5552	1192	1491	12035
g1940	--	661	757	2266	574	805	6421
g1941	--	212	350	998	283	332	3131
g1942	--	584	639	1942	686	830	7386
g1943	--	66	58	170	58	49	540
g1944	--	292	391	1252	356	385	3156
g1945	--	45	34	100	15	12	176
g1946	--	340	562	1570	366	383	3503
g1947	--	290	333	930	267	355	3025
g1948	--	509	662	2126	462	548	4779
g1949	--	324	537	2268	532	549	5471
g195	--	441	505	1278	394	402	3428
g1950	--	148	267	728	197	183	1876
g1951	--	4084	6175	16792	3313	4172	34243
g1952	--	376	443	1192	323	417	3374
g1953	--	376	443	1192	323	417	3374
g1954	--	755	1100	2884	677	829	7358
g1955	--	195	275	820	280	347	2850
g1956	--	624	643	1818	493	627	5102
g1957	--	101	125	542	88	101	766
g1958	--	1734	2196	6508	1825	2347	19256
g1959	--	221	390	998	243	273	2063
g196	--	115	127	404	104	112	1102
g1960	--	275	413	1202	248	279	2395
g1961	--	64	97	274	92	115	920
g1962	--	54	96	472	87	119	931
g1963	--	225	327	958	231	264	2318
g1964	--	83	51	244	70	75	609
g1965	--	210	231	848	288	309	2644
g1966	--	80	97	314	63	75	618
g1967	--	134	254	594	138	162	1426
g1968	--	993	1366	3654	1412	1753	14201
g1969	--	295	379	1072	357	387	3114
g197	--	218	254	752	196	198	1832
g1970	--	1170	1738	5210	1384	1596	13475
g1971	--	710	803	2592	656	795	6925
g1972	--	1048	1167	3768	922	1144	9918
g1973	--	344	433	1334	339	325	2858
g1974	--	505	653	1848	475	585	4838
g1975	--	2	5	4	0	1	8
g1976	--	3853	4071	11936	3424	4111	35445
g1977	--	41	49	178	57	67	491
g1978	--	894	1038	3048	855	996	8313
g1979	--	90	96	330	59	108	689
g198	--	119	112	514	107	143	1213
g1980	--	497	480	1430	402	556	4247
g1981	--	223	209	722	135	192	1441
g1982	--	1029	1269	3418	1029	1119	10096
g1983	--	213	277	754	206	289	2344
g1984	--	268	272	846	206	258	2356
g1985	--	584	718	1868	423	451	4363
g1986	--	168	297	982	191	203	1781
g1987	--	293	398	1032	248	364	2744
g1988	--	330	533	1542	566	668	5719
g1989	--	649	799	2320	531	678	5814
g199	--	1537	2456	7184	3044	3792	32080
g1990	--	1066	1429	4212	1061	1197	10475
g1991	--	719	1151	3538	895	1129	8737
g1992	--	154	276	696	92	72	906
g1993	--	1202	1547	4136	1398	1632	14496
g1994	--	142	235	812	166	185	1575
g1995	--	1134	1814	4954	1201	1438	11368
g1996	--	545	681	2662	417	506	4502
g1997	--	760	908	2612	803	1071	8931
g1998	--	217	253	750	235	373	2853
g1999	--	654	504	1570	537	664	5814
g2	--	594	353	1483	500	502	4928
g20	--	156	177	402	109	127	1031
g200	--	89	98	336	112	125	922
g2000	--	1529	1784	5596	1430	1556	13782
g2001	--	304	385	1002	251	324	2796
g2002	--	44	90	294	60	92	649
g2003	--	1579	1900	6320	1308	1274	12714
g2004	--	688	1062	2792	598	684	6343
g2005	--	1489	2314	7769	2092	2646	21767
g2006	--	129	236	880	97	107	957
g2007	--	396	523	1600	389	501	4338
g2008	--	418	507	1404	506	606	5111
g2009	--	176	241	710	222	248	2112
g201	--	339	415	1426	263	329	2576
g2010	--	2350	2953	8344	2522	3230	27124
g2011	--	912	1433	4616	983	1197	10547
g2012	--	141	201	700	145	186	1524
g2013	--	127	123	432	84	72	661
g2014	--	578	1020	2632	678	830	6377
g2015	--	371	480	1382	325	400	3355
g2016	--	281	307	890	369	476	3772
g2017	--	326	398	1164	412	455	4278
g2018	--	577	535	1868	553	600	5332
g2019	--	391	504	1144	518	580	5162
g202	--	2200	2815	8108	1866	2279	20020
g2020	--	796	842	3094	817	983	8005
g2021	--	399	405	1694	353	416	3621
g2022	--	112	135	604	143	140	1610
g2023	--	927	1620	4242	1015	1228	10436
g2024	--	54	99	372	116	143	868
g2025	--	311	255	1032	287	342	2783
g2026	--	38	65	152	26	27	289
g2027	--	417	543	1502	572	615	5281
g2028	--	251	296	848	283	285	2747
g2029	--	607	1036	2820	831	853	7842
g203	--	1213	1432	4060	1323	1669	14159
g2030	--	776	1118	3074	776	851	7398
g2031	--	437	628	1872	447	575	4667
g2032	--	745	999	2438	605	747	6253
g2033	--	269	376	958	249	297	2431
g2034	--	115	208	692	93	106	1126
g2035	--	92	177	518	150	172	1336
g2036	--	140	209	484	142	132	1410
g2037	--	120	111	352	166	133	1455
g2038	--	320	450	1242	343	409	3481
g2039	--	214	233	752	282	349	2595
g204	--	1966	2631	7982	2964	3580	30733
g2040	--	1748	2502	7004	2180	2368	21824
g2041	--	349	340	1226	458	566	4144
g2042	--	1216	1726	4734	1401	1509	13467
g2043	--	1059	1199	3296	907	1239	10740
g2044	--	1059	1199	3296	907	1239	10740
g2045	--	263	472	1414	115	159	1244
g2046	--	113	355	742	154	148	1223
g2047	--	368	428	1262	319	461	3909
g2048	--	449	536	1622	436	502	3996
g2049	--	397	515	1550	318	341	3457
g205	--	991	1378	5260	962	1144	9625
g2050	--	167	206	694	213	215	1852
g2051	--	75	101	384	75	108	934
g2052	--	1181	1470	3986	1479	1735	15140
g2053	--	36	51	356	30	43	520
g2054	--	465	501	2016	465	485	4695
g2055	--	107	95	246	63	109	763
g2056	--	505	624	1586	481	621	4950
g2057	--	305	406	1008	300	336	2698
g2058	--	53	58	242	61	81	686
g2059	--	361	302	1018	279	321	2773
g206	--	918	1040	3668	937	1203	9557
g2060	--	362	444	1190	344	412	3676
g2061	--	2037	2795	9116	1656	2728	18247
g2062	--	481	1066	2840	467	523	4946
g2063	--	184	238	772	155	225	2061
g2064	--	210	313	680	217	264	2503
g2065	--	294	306	964	271	325	3063
g2066	--	582	738	2002	521	748	5404
g2067	--	478	552	1600	487	578	4939
g2068	--	388	449	1236	399	463	3975
g2069	--	96	103	360	32	55	417
g207	--	223	271	974	220	263	2400
g2070	--	1518	1840	5236	1546	1892	15930
g2071	--	1081	1348	3736	1112	1338	11492
g2072	--	403	510	1484	344	364	3306
g2073	--	1661	1791	6672	1833	2325	19348
g2074	--	1342	1965	5510	1640	1968	16865
g2075	--	87	113	432	55	95	671
g2076	--	388	392	1444	349	348	3530
g2077	--	527	698	1864	706	687	6449
g2078	--	574	908	2472	597	689	5668
g2079	--	1137	1622	4572	1302	1574	12627
g208	--	714	685	2218	717	829	6838
g2080	--	414	484	1562	366	466	4174
g2081	--	291	378	1428	362	375	3160
g2082	--	1685	2659	16442	1870	2211	19671
g2083	--	1485	1831	11271	1432	1613	13731
g2084	--	113	79	259	84	100	898
g2085	--	768	772	3554	634	650	5751
g2086	--	107	82	300	77	109	906
g2087	--	121	116	370	114	139	1182
g2088	--	715	1126	3372	551	699	6116
g2089	--	1668	2578	16479	1625	1919	17036
g209	--	437	588	1690	553	679	5917
g2090	--	1973	3004	16522	2244	2672	22014
g2091	--	2953	4662	22580	2902	3388	29402
g2092	--	103	215	562	149	183	1399
g2093	--	124	282	1394	104	149	1191
g2094	--	410	545	1628	479	607	4780
g2095	--	29	36	118	23	22	237
g2096	--	210	293	1322	333	332	2852
g2097	--	72	50	320	37	47	453
g2098	--	1569	2132	6058	1982	2537	20923
g2099	--	23	36	266	21	39	330
g21	--	2509	3425	11459	2498	3030	24342
g210	--	182	230	878	195	234	1952
g2100	--	960	1011	2954	1036	1165	9839
g2101	--	512	592	1932	449	562	5009
g2102	--	606	682	2262	523	633	5830
g2103	--	384	383	1054	353	401	3229
g2104	--	1831	2488	6984	1611	2030	17227
g2105	--	223	183	744	192	231	1876
g2106	--	92	135	320	69	152	1079
g2107	--	695	667	2026	543	740	6055
g2108	--	710	895	3394	822	1054	8799
g2109	--	396	523	1650	512	714	5802
g211	--	235	279	956	185	221	1730
g2110	--	68	70	318	68	79	714
g2111	--	618	693	2104	565	656	5445
g2112	--	535	651	1738	654	768	6375
g2113	--	954	1219	3462	1396	1815	14808
g2114	--	336	412	1468	352	455	3727
g2115	--	889	1125	3214	883	1057	9176
g2116	--	460	454	1607	411	508	4313
g2117	--	147	159	562	93	104	894
g2118	--	209	241	702	172	209	1665
g2119	--	335	1393	2831	1482	1627	14209
g212	--	408	379	1132	442	571	4603
g2120	--	1626	2636	7062	1988	2431	19544
g2121	--	389	414	1440	329	489	3390
g2122	--	344	457	1660	325	375	3273
g2123	--	309	467	1468	443	515	4295
g2124	--	98	156	396	113	151	1252
g2125	--	112	154	592	130	185	1508
g2126	--	201	178	590	184	231	2034
g2127	--	233	311	996	248	325	2523
g2128	--	78	89	384	75	76	681
g2129	--	303	364	1530	259	299	2765
g213	--	1035	1340	3728	1140	1475	11789
g2130	--	100	162	436	99	119	783
g2131	--	45	71	248	27	54	315
g2132	--	990	1282	4202	737	997	7943
g2133	--	386	530	2452	403	531	3763
g2134	--	925	1100	3118	770	1038	8562
g2135	--	441	501	1414	286	404	3291
g2136	--	303	356	1120	354	514	3846
g2137	--	261	221	772	250	342	2665
g2138	--	400	504	1414	556	651	5171
g2139	--	275	438	1056	266	406	3020
g214	--	69	64	260	41	54	434
g2140	--	113	156	430	99	92	945
g2141	--	163	174	638	179	171	1636
g2142	--	664	965	2474	751	902	7683
g2143	--	39	49	342	33	32	277
g2144	--	962	1188	3530	1291	1519	12550
g2145	--	844	1007	3002	663	766	6294
g2146	--	1237	1486	4550	1400	1642	13583
g2147	--	256	368	1162	252	340	2728
g2148	--	99	147	408	112	115	1064
g2149	--	446	634	1832	461	654	4802
g215	--	1143	1271	4166	1212	1487	12194
g2150	--	1630	2244	5718	2287	2698	22256
g2151	--	1643	1891	5358	1216	1535	12399
g2152	--	211	325	1314	192	217	2027
g2153	--	217	260	772	241	264	2230
g2154	--	269	308	1080	234	308	2616
g2155	--	172	356	902	198	223	1807
g2156	--	967	996	3036	736	1172	8850
g2157	--	129	135	420	124	98	1070
g2158	--	57	79	380	61	69	581
g2159	--	630	637	2048	588	735	6004
g216	--	184	196	758	160	199	1693
g2160	--	1373	1979	5754	1596	1884	17257
g2161	--	209	369	1102	240	223	2280
g2162	--	1105	1681	5946	1379	1401	13642
g2163	--	5993	8021	22602	5452	6275	53320
g2164	--	638	921	2456	549	586	5258
g2165	--	217	250	864	265	265	2694
g2166	--	663	983	2566	688	736	6913
g2167	--	97	147	520	92	123	996
g2168	--	1394	1853	8855	1769	1954	18479
g2169	--	1443	1683	8160	1577	1842	18723
g217	--	343	598	1764	335	386	3238
g2170	--	1303	1570	7028	1502	1748	17086
g2171	--	1410	1858	8951	1775	1863	18632
g2172	--	1371	1565	8124	1483	1661	17913
g2173	--	1248	1468	6952	1410	1564	16244
g2174	--	180	296	832	178	196	1770
g2175	--	487	861	2702	485	560	4764
g2176	--	371	496	1418	297	365	3081
g2177	--	1721	2918	7600	2227	2471	21216
g2178	--	1550	2036	5918	2132	2475	21135
g2179	--	310	432	1258	320	396	3623
g218	--	196	239	712	156	203	1700
g2180	--	436	460	1550	445	551	4779
g2181	--	19	23	76	27	17	207
g2182	--	140	193	568	199	232	2207
g2183	--	184	160	590	156	189	1682
g2184	--	497	752	2396	427	434	3850
g2185	--	1102	1298	3868	910	1095	9706
g2186	--	531	695	2206	600	647	5580
g2187	--	413	532	1458	609	694	6035
g2188	--	413	532	1458	608	694	6030
g2189	--	810	808	2536	835	1043	8904
g219	--	279	526	1420	424	501	4226
g2190	--	751	928	2516	800	1017	8207
g2191	--	57	56	154	55	71	469
g2192	--	552	502	1776	468	619	4966
g2193	--	322	290	970	300	367	2884
g2194	--	1420	1500	4522	1331	1644	13876
g2195	--	44	15	90	11	27	272
g2196	--	135	117	368	135	149	1315
g2197	--	562	878	2404	417	577	4620
g2198	--	310	347	834	282	298	2892
g2199	--	412	488	1578	498	564	4746
g22	--	467	651	1686	908	1124	9757
g220	--	358	456	1308	347	522	3962
g2200	--	64	68	174	52	73	483
g2201	--	3188	5025	16504	2507	2921	26096
g2202	--	153	315	1110	224	310	2279
g2203	--	538	658	2046	496	678	5452
g2204	--	88	98	296	98	109	879
g2205	--	249	240	688	291	317	2786
g2206	--	164	148	700	144	189	1405
g2207	--	56	48	152	59	49	347
g2208	--	609	620	1884	579	654	5490
g2209	--	286	445	2050	393	464	3487
g221	--	446	639	1578	576	704	5651
g2210	--	193	334	868	126	142	1382
g2211	--	120	229	832	153	202	1507
g2212	--	810	1196	3812	758	827	7519
g2213	--	408	449	1300	379	518	4118
g2214	--	437	521	1594	457	528	4400
g2215	--	132	214	674	208	155	1452
g2216	--	435	474	1430	383	463	3913
g2217	--	389	462	1540	383	432	3824
g2218	--	124	185	502	166	223	1686
g2219	--	1096	2163	6298	1552	1956	15869
g222	--	28	80	234	43	60	523
g2220	--	14260	68214	145340	12319	14533	123276
g2221	--	4151	16409	35132	3295	3972	33171
g2222	--	84	298	968	100	115	905
g2223	--	108	271	810	141	174	1695
g2224	--	49	109	340	25	30	418
g2225	--	1945	3134	7944	2495	3284	26541
g2226	--	6	65	128	22	12	177
g2227	--	493	800	2612	403	462	4233
g2228	--	1313	1543	6126	1469	1642	14564
g2229	--	234	261	666	233	346	2673
g223	--	561	577	2368	606	799	6858
g2230	--	81	72	228	52	96	666
g2231	--	711	780	2500	580	660	5588
g2232	--	720	1104	3132	697	810	6756
g2233	--	1077	1525	4114	983	1116	9414
g2234	--	718	1148	2918	1028	1362	11066
g2235	--	1082	1077	3334	874	1158	9305
g2236	--	780	783	2446	598	825	6536
g2237	--	601	617	1864	453	620	5034
g2238	--	543	564	1742	422	580	4737
g2239	--	339	372	1028	270	380	2826
g224	--	452	487	1812	435	537	4291
g2240	--	49	36	134	19	26	256
g2241	--	302	464	1826	437	413	3984
g2242	--	301	358	1196	326	433	3434
g2243	--	209	265	1000	283	332	2979
g2244	--	220	177	630	326	379	3134
g2245	--	92	116	332	102	93	1015
g2246	--	96	100	332	71	72	709
g2247	--	689	713	2238	660	833	6785
g2248	--	302	273	776	236	213	2233
