bbo	bbo:BBOV_I001300
bbo	bbo:BBOV_I001310
bbo	bbo:BBOV_I001320
bbo	bbo:BBOV_I001330
bbo	bbo:BBOV_I001340
bmic	bmic:BMR1_01G04286
bmic	bmic:BMR1_01G00004
bmic	bmic:BMR1_01G00005
bmic	bmic:BMR1_01G00010
bmic	bmic:BMR1_01G00015
bbig	bbig:BBBOND_0100010
bbig	bbig:BBBOND_0100020
bbig	bbig:BBBOND_0100030
bbig	bbig:BBBOND_0100040
bbig	bbig:BBBOND_0100050
