	Merozoite_1	Merozoite_2	Merozoite_3	IntraEri_1	IntraEri_2	IntraEri_3
g1860	1083.3117717743255	972.6470807095078	1026.21463916395	1414.6437091077512	1372.4167987509632	1257.3948737679698
g1861	2774.8683181595566	2438.059073169197	2259.7043143570545	2799.526330366111	2738.2670099480943	2590.708657566791
g1862	970.0112745428822	882.467881173527	908.3523637748232	930.5300134243132	894.6975542096591	863.3119820047714
g1863	89.44776097219201	85.34817098941045	60.96324589092773	65.4743932686617	39.39952532299416	71.66899649222873
g1864	63.607296691336536	72.46542819855604	42.674272123649416	43.64959551244113	37.75787843453607	46.36269314861157
g1865	12820.845739347522	34285.80959501015	24064.225261345542	20185.953851980732	20016.600510969492	20093.204854832016
g1866	1596.1456013482264	7302.904819565592	5024.387515510627	1486.0703199462912	1354.3586829779242	1367.6994478840413
g1867	868.6371454410646	927.5574809415174	826.0519818220708	605.1421196042975	618.9008769486999	687.713281704405
g1868	675.8275273454507	819.6645100681117	702.093381843851	440.46410017099686	558.1599420757506	477.7289173188184
g1869	612.2202306541142	563.6199970998804	540.5407802328925	478.16147811355967	454.73618810289094	493.569504144594
g187	71.5582087777536	82.12748529169684	110.74989670185205	75.39475588512559	88.64893197673686	84.99827077245455
g1870	699.680263604702	539.4648543670284	540.5407802328925	615.0624822207614	618.9008769486999	601.1695878269967
g1871	2484.6600270053336	2383.3074163080655	2164.1952291279345	1781.6971259169152	2002.8092039188698	1891.404702575233
g1872	642.0361509781782	465.38908331961545	513.107319581975	575.3810317549058	459.6611287682652	502.64886488619715
g1873	3228.070307085329	3558.85769597353	3984.9641730703097	3726.0881987438383	3555.807160400223	3571.472795548045
g1874	1969.8384694098283	2117.6008462466934	1871.5716488514813	2424.5366234637754	2327.8552878335718	2480.404083450719
g1875	149.07960162032	209.34457035138414	248.93325405462159	174.59838204976452	162.5230419573509	181.00768116770436
g1876	769.2507443608513	764.9128532069805	858.5657129638989	736.0909061416208	801.1236815675479	797.438322156119
g1877	155.04278568513283	82.12748529169684	137.1673032545874	123.01249644415228	83.72399131136258	96.0094103952498
g1878	345.8646757591424	334.9513125622146	297.70385076736375	257.92942802806124	300.42138058783047	274.8921347936428
g1879	226.60099446288643	215.78594174681132	213.37136061824708	170.63023700317896	108.34869463823394	132.90638702601984
g188	443.26334881775153	655.409539484718	613.6966753020058	450.3844627874608	526.9686511950468	424.9913538622728
g1880	7114.078589321671	8911.637325573536	7561.474598671403	9337.045294615817	9148.898109376936	9379.55917974036
g1881	5082.62055124211	6320.595681762944	5237.758876128874	6610.929647611539	6298.999111013692	6615.376778642514
g1882	1121.0786041848064	1180.381308212035	968.2995555675689	1295.5993577101844	1360.9252705317565	1274.9740615868182
g1883	1480.8573760951788	1916.3079901395931	1970.1288963751479	1730.111240311303	1764.7704050924467	1684.8975401757923
g1884	1345.6918706260888	2022.590618164142	2009.755006204251	1513.8473352723902	1500.4652560506943	1510.0715514279027
g1885	21332.297127856993	27900.800199292935	21897.99792402124	32096.34120930728	30771.02927725844	32198.11768015826
g1886	166.9691538147584	169.0859991299641	176.79341308369044	186.5028171895212	167.44798262272516	140.0539688864308
g1887	224.61326644128215	289.86171279422416	602.0120531729114	168.64616447988618	152.67316062660237	172.31467620233968
g1888	2985.567488449609	4080.608779003134	3353.4865510501163	2936.4273344733124	2904.073345682361	2918.3383558169794
g1889	820.9316729225623	985.5298235003622	870.7583621420845	513.8747835328297	566.3681765180411	567.9429910704918
g189	3804.5114333505667	3963.053751036587	3751.27173048842	3690.3748933245683	3834.887131438098	3634.8351428511473
g1890	566.502486157216	716.6025677412764	709.205760531126	688.4731655825942	732.1745122523081	634.2030066953824
g1891	1073.373131666304	761.6921675092668	790.4900883856963	932.514085947606	927.5304919788208	904.6520500622834
g1892	2210.3535600239447	2296.3489024697983	2026.011871775165	2115.021309830102	2140.7075425493495	1981.4255984387871
g1893	1055.4835794718656	967.8160521629374	870.7583621420845	841.2467498761382	819.1817973405869	860.0279579067446
g1894	95.41094503700481	78.90679959398325	76.20405736365967	61.50624822207614	100.14046019594349	65.48730407241385
g1895	135.16550546909014	114.33434226883287	180.85762947641894	111.1080613043956	108.34869463823394	108.56597312299877
g1896	604.2693185676972	1029.0090804194958	907.3363096766411	587.2854668946625	623.8258176140741	552.2955821328353
g1897	1417.2500794038422	1173.939936816608	1045.5196670294106	1176.5550063126177	1349.4337423125498	1231.8953925362334
g1898	214.67462633326082	170.6963419788209	192.03422455642237	259.913500551354	223.26397683030024	222.73410500145476
g1899	475.0669971634198	460.55805477304506	467.3848851637793	492.0499857766091	467.86936321055566	503.8079322149124
g19	89.44776097219201	82.12748529169684	73.15589506911328	43.64959551244113	54.17434731911697	69.15768394667893
g190	3039.236145032924	3716.6712951614963	3034.953591270019	3015.790235405024	3117.487441181913	3146.6746195738915
g1900	145.10414557711147	260.87554151480174	331.233636007374	208.32761494574177	157.59810129197663	191.63246501426116
g1901	437.3001647529387	426.74085494705224	536.4765638401641	424.59151998465467	558.1599420757506	493.1831483683556
g1902	574.4533982436332	1027.398737570639	897.1757686948198	390.8622870886774	392.3536063414835	351.00422271261345
g1903	6148.042770821998	6879.384650316254	5604.554405572623	5170.492995700982	4279.773438210241	4788.1071349228605
g1904	2105.0039748789186	1879.2701046158868	1663.280558724145	2313.42856215938	2194.8818898684663	2227.727405790786
g1905	188.83416205240536	334.9513125622146	308.8804458473672	156.74172934012952	124.76516352281483	157.0536230409217
g1906	7191.599982164237	7499.366647126122	6977.243492216679	7950.178600834164	7659.924381545447	7891.123551781809
g1907	1520.611936527264	2177.1835316543948	2016.867384891526	2301.5241270196234	2170.257186541595	2244.1475262809195
g1908	1343.7041426044843	1496.008506587968	1189.7993489712728	1353.1374608856752	1444.6492618431191	1364.2222458978956
g1909	538.6742938547563	426.74085494705224	543.5889425274389	426.5755925079474	397.27854700685776	372.06061251760786
g191	1107.1645080335766	810.0024529749709	872.7904703384487	926.5618683777277	891.4142604327428	945.4125844554377
g1910	556.5638460491947	388.09262657448903	345.4583933819238	376.973779425628	413.6950158914387	394.662425427556
g1911	910.3794338947542	1004.8539376866438	858.5657129638989	841.2467498761382	837.2399131136259	758.9959224203953
g1912	562.5270301140075	702.1094821015652	596.4237556329097	547.604016428807	561.4432358526668	592.2834049735128
g1913	2275.9485847368856	2249.648959852951	2048.365061935172	2156.6868328192504	2208.015064976131	2265.7834497502713
g1914	429.34925266652164	867.9747955338157	606.584296614731	517.8429285794152	571.2931171834153	532.3982596565562
g1915	1351.6550546909014	1400.998278505417	1220.2809719167367	1228.14089191823	1206.610463016696	1207.5549786332122
g1916	729.496183928766	702.1094821015652	608.6164048110952	978.14775398334	976.7798986325636	910.4473867058598
g1917	3645.4931916222254	4331.822263424794	3608.0081026447397	3120.946079139541	3255.3857798123922	3196.1281589324103
g1918	3518.278598239552	2980.7446132339387	2783.988229019033	2166.6071954357144	2290.0974093990353	2345.9522733197455
g1919	200.76053018203095	259.265198665945	421.6624507455835	238.08870279513346	279.0799710378753	263.3014615064899
g192	157.03051370673708	151.3722277925393	147.32784423640868	79.36290093171115	96.85716641902731	103.7365259200184
g1920	49.69320054010667	49.92062831456083	52.8348131054707	23.808870279513343	34.474584657619886	37.47651029512769
g1921	25.840464280855468	83.73782814055365	103.63751801457715	81.34697345500393	59.09928798449124	66.06683773677149
g1922	755.3366482096214	735.926681927558	647.2264605420161	779.7405016540621	784.707212682967	751.0756290075075
g1923	168.95688183636267	132.0481136062577	140.2154655491338	208.32761494574177	208.4891548341774	209.9843643855866
g1924	73.54593679935788	67.63439965198565	57.91508359638134	59.522175698783364	54.17434731911697	74.95302059025538
g1925	234.55190654930348	207.73422750252732	214.3874147164292	257.92942802806124	287.28820548016574	279.52840410850393
g1926	286.2328351110144	301.13411273622177	252.99747044735008	279.7542257842818	297.1380868109143	293.050856276849
g1927	584.3920383516545	739.1473676252716	617.7608916947344	545.6199439055141	584.42629229108	590.1584482042015
g1928	149.07960162032	201.2928561071001	235.7245507782539	248.00906541159733	174.01457017655753	225.63177332324298
g1929	389.5946922344363	415.46845500505464	413.53401796012645	428.55966503124023	467.86936321055566	389.83297822457564
g193	5837.957199451732	5233.614258784603	4676.897013932339	5368.900248030259	5266.403218173553	5168.281218741475
g1930	1880.3907084376365	2372.035016366068	2204.8373930552198	2053.515061608026	1825.511339965396	1935.2560831782948
g1931	1480.8573760951788	1537.877420658245	1414.3473046695235	1174.570933789325	1268.9930447781035	1182.6350310658336
g1932	1172.7595327465174	991.9711948957894	929.6894998366479	1277.7427050005494	1387.191620747086	1221.656964465915
g1933	785.1525685336854	698.8887964038516	680.7562457820263	896.800780528336	897.9808479865752	945.798940231676
g1934	325.98739554309975	267.31691291022895	302.7841212582744	287.6905158774529	354.59572790694745	321.06165005413516
g1935	488.9810933146496	447.67531198219064	521.2357523674322	311.49938615696624	359.5206685723217	377.2764154968267
g1936	316.0487554350784	333.3409697133578	482.62569663651124	617.0465547440542	625.4674645025323	595.9537848477779
g1937	135.16550546909014	138.48948500168487	166.63287210186914	83.3310459782967	68.94916931523977	85.38462654869298
g1938	395.55787629924913	280.1996557010834	294.65568847281736	333.3241839131868	224.90562371875833	287.641875409511
g1939	186.84643403080108	162.6446277345369	153.42416882550145	97.21955364134615	188.78939217268035	146.23566130624567
g194	2462.7950187676865	3146.609926666189	2820.5661765535897	2365.0144477649924	2447.6955106910123	2324.895883514751
g1940	1313.8882222804205	1219.0295365845984	1151.189293240352	1138.857628370055	1321.5257452087624	1240.3952196134787
g1941	421.39834058010456	563.6199970998804	507.01099499288233	561.4925240918564	545.0267669680859	604.8399677012618
g1942	1160.8331646168917	1029.0090804194958	986.5885293348472	1361.0737509788462	1362.5669174202146	1426.8118816485212
g1943	131.19004942588163	93.39988523369445	86.36459834548096	115.07620635098117	80.44069753444641	104.31605958437603
g1944	580.4165823084459	629.6440539030092	636.0498654620127	706.3298182922292	632.0340520563647	609.6694149042422
g1945	89.44776097219201	54.75165686113123	50.802704909106446	29.761087849391682	19.69976266149708	33.99930830898182
g1946	675.8275273454507	905.0126810575222	797.6024670729712	726.170543525157	628.7507582794484	676.7021420816097
g1947	576.4411262652374	536.2441686693147	472.4651556546899	529.747363719172	582.7846454026219	584.363111560625
g1948	1011.7535629965719	1066.0469659432022	1080.0655063676031	916.6415057612637	899.6224948750333	923.197127321728
g1949	644.0238789997825	864.7541098361021	1152.2053473385342	1055.5265823917582	901.2641417634914	1056.8762259002247
g195	876.5880575274817	813.2231386726845	649.2585687383804	781.7245741773548	659.9420491601521	662.2138004726686
g1950	294.1837471974315	429.9615406447659	369.8436917382949	390.8622870886774	300.42138058783047	362.40171811164714
g1951	8117.881240231826	9943.867091690745	8530.790208337154	6573.232269668976	6848.950818647151	6614.990422866275
g1952	747.3857361232043	713.3818820435628	605.5682425165488	640.8554250235675	684.5667524870236	651.782194514231
g1953	747.3857361232043	713.3818820435628	605.5682425165488	640.8554250235675	684.5667524870236	651.782194514231
g1954	1500.7346563112214	1771.377133742481	1465.1500095786298	1343.2170982692112	1360.9252705317565	1421.4029007811832
g1955	387.60696421283205	442.84428343562024	416.58218025467283	555.5403065219781	569.6514702949572	550.5569811397625
g1956	1240.3422854810626	1035.450451814923	923.5931752475551	978.14775398334	1029.3125990632225	985.5935851842344
g1957	200.76053018203095	201.2928561071001	275.35066060735693	174.59838204976452	165.8063357342671	147.9742622993186
g1958	3446.7203894617987	3536.3128960895347	3306.2400354846473	3620.9323550093213	3852.945247211137	3719.8334136236017
g1959	439.28789277454297	628.0337110541524	507.01099499288233	482.12962316014523	448.16960054905854	398.5259831899403
g196	228.5887224844907	204.5135418048137	205.24292783279003	206.343542422449	183.8644515073061	212.8820327073748
g1960	546.6252059411734	665.0715965778588	610.6485130074594	492.0499857766091	458.0194818798071	462.66104204551965
g1961	127.21459338267307	156.20325633910969	139.19941145095166	182.53467214293565	188.78939217268035	177.7236570696777
g1962	107.33731316663041	154.5929134902529	239.78876717098242	172.61430952647174	195.35597972651271	179.84861383898905
g1963	447.23880486096004	526.5821115761739	486.68991302923973	458.32075288063186	433.39477855293575	447.7863446603401
g1964	164.98142579315416	82.12748529169684	123.95859997821972	138.88507663049452	123.12351663435675	117.64533386460187
g1965	417.42288453689605	371.98919808592103	430.80693762922266	571.4128867083202	507.2688885335498	510.76233618720414
g1966	159.01824172834134	156.20325633910969	159.52049341459423	124.99656896744506	123.12351663435675	119.3839348576748
g1967	266.35555489497176	409.0270836096274	301.7680671600923	273.8020082144035	265.94679593021056	275.4716684580004
g1968	1973.813925453037	2199.72833153839	1856.3308373787495	2801.5104028894034	2877.806995467032	2743.3191891809706
g1969	586.3797663732587	610.3199397167275	544.6049966256211	708.313890815522	635.3173458332808	601.5559436032352
g197	433.3247087097302	409.0270836096274	382.03634091648047	388.8782145653846	325.0460839147018	353.9018910344017
g1970	2325.6417852769923	2798.77587131312	2646.8209257644457	2745.956372237206	2620.0684339791114	2603.0720424064207
g1971	1411.2868953390296	1293.105307632011	1316.8061112440391	1301.551575280063	1305.1092763241816	1337.7568752255631
g1972	2083.1389666412715	1879.2701046158868	1914.2459209751307	1829.314866475942	1878.044040396055	1915.9382943663732
g1973	683.7784394318678	697.2784535549948	677.7080834874799	672.600585396252	533.5352387488792	552.1024042447161
g1974	1003.8026509101547	1051.553880303491	938.833986720287	942.4344485640698	960.3634297479827	934.5946227207617
g1976	7658.71606724124	6555.7057376960365	6063.810857950945	6793.464319754475	6748.810358451208	6847.1902443855715
g1977	81.49684888577494	78.90679959398325	90.42881473820947	113.09213382768839	109.99034152669202	94.8503430665345
g1978	1777.0288513142145	1671.5358771133594	1548.4664456295645	1696.382007415326	1635.0803009042577	1605.8877839350334
g1979	178.89552194438403	154.5929134902529	167.64892620005128	117.06027887427395	177.29786395347372	133.09956491413905
g198	236.53963457090777	180.3583990719617	261.1259032328071	212.29575999232733	234.75550504950687	234.32477828860766
g1980	987.9008267373206	772.9645674512644	726.4786802002221	797.5971543636971	912.755669982698	820.4264908423056
g1981	443.26334881775153	336.5616554110714	366.79552944374853	267.8497906445251	315.19620258395327	278.3693367797886
g1982	2045.3721342307906	2043.5250751992803	1736.4364537932584	2041.6106264682694	1837.0028681846027	1950.3239584515934
g1983	423.3860686017088	446.0649691333339	383.0523950146626	408.7189397983124	474.435950764388	452.8089697514397
g1984	532.7111097899435	438.01325488904985	429.79088353104055	408.7189397983124	423.5448972221872	455.12710440887025
g1985	1160.8331646168917	1156.226165479183	948.9945277021084	839.2626773528453	740.3827466945986	842.8351258641345
g1986	333.9383076295168	478.2718261104699	498.8825622074253	378.95785194892073	333.25431835699226	344.0498187403217
g1987	582.4043103300502	640.9164538450068	524.2839146619785	492.0499857766091	597.5594673987448	530.0801249991257
g1988	655.950247129408	858.3127384406749	783.3777096984214	1122.9850481837127	1096.620121490004	1104.78434215379
g1989	1290.0354860211692	1286.663936236584	1178.6227538912694	1053.5425098684655	1113.036590374585	1123.1362415251153
g199	3055.137969205758	3955.002036792303	3649.666320670207	6039.516760903219	6225.125001033077	6197.1466508644135
g1990	2118.9180710301484	2301.1799310163688	2139.8099307715634	2105.1009472136384	1965.0513254843336	2023.538378048776
g1991	1429.1764475334678	1853.504619034178	1797.399699684186	1775.744908347037	1853.4193370691835	1687.7952084975805
g1992	306.1101153270571	444.45462628447706	353.5868261673809	182.53467214293565	118.19857596898248	175.0191666360087
g1993	2389.249081968329	2491.200387181471	2101.1998750406424	2773.733387563305	2679.1677219636026	2800.306666176139
g1994	282.2573790678059	378.43056948134824	412.51796386194434	329.3560388666013	303.70467436474667	304.25517378776345
g1995	2254.0835764992385	2921.161927826237	2516.7660011971334	2382.8711004746274	2360.6882256027334	2196.0462321392347
g1996	1083.3117717743255	1096.6434800714815	1352.3680046804136	827.3582422130887	830.6733255597935	869.6868523127055
g1997	1510.673296419243	1462.1913067619753	1326.9666522258603	1593.2102362041014	1758.2038175386144	1725.2717187927083
g1998	431.3369806881259	407.41674076077067	381.02028681829836	466.257042973803	612.3342893948676	551.1365148041201
g1999	1299.9741261291906	811.6127958238277	797.6024670729712	1065.4469450082222	1090.0535339361718	1123.1362415251153
g2	1180.7104448329346	568.4510256464507	753.4041138020485	992.0362616463893	824.1067380059611	951.980632651491
g20	310.08557137026565	285.03068424765377	204.22687373460792	216.26390503891287	208.4891548341774	199.16640265091056
g200	176.90779392277975	157.8135991879665	170.69708849459766	222.2161226087912	205.20586105726125	178.11001284591612
g2000	3039.236145032924	2872.851642360533	2842.9193667135964	2837.2237083086734	2554.402558440788	2662.3776540590197
g2001	604.2693185676972	619.9819968098684	509.04310318924655	498.0022033464875	531.8935918604211	540.1253751813248
g2002	87.46003295058775	144.93085639711208	149.35995243277296	119.04435139756673	151.03151373814427	125.37244938937046
g2003	3138.6225461131376	3059.651412827922	3210.730950255527	2595.1668604669544	2091.4581358956066	2456.0636695476983
g2004	1367.5568788637356	1710.1841054859226	1418.411521062252	1186.4753689290817	1122.8864717053336	1225.32734434018
g2005	2959.7270241687534	3726.3333522546372	3946.8621443884795	4150.679718728493	4343.797666860106	4204.90309069095
g2006	256.41691478695043	380.040912330205	447.0638032001367	192.45503475939952	175.65621706501562	184.87123893008865
g2007	787.1402965552896	842.2093099521069	812.8432785457031	771.804211560891	822.4650911175031	838.0056786611542
g2008	830.8703130305836	816.443824370398	713.2699769238545	1003.9406967861461	994.8380144056025	987.3321861773073
g2009	349.840131802351	388.09262657448903	360.69920485465576	440.46410017099686	407.1284283376063	407.99169970778183
g201	673.8397993238465	668.2922822755723	724.4465720038579	521.8110736260008	540.1018263027116	497.62623979509755
g2010	4671.1608507700275	4755.342432674133	4238.977697615842	5003.830903744388	5302.519449719631	5239.757037345585
g2011	1812.8079557030915	2307.6213024117956	2345.0528586043533	1950.3432903968014	1965.0513254843336	2037.4471859933594
g2012	280.2696510462016	323.678912620217	355.6189343637451	287.6905158774529	305.34632125320474	294.4031014936835
g2013	252.4414587437419	198.0721704093865	219.46768520733983	166.6620919565934	118.19857596898248	127.69058404680104
g2014	1148.9067964872663	1642.549705833937	1337.1271932076816	1345.201170792504	1362.5669174202146	1231.8953925362334
g2015	737.447096015183	772.9645674512644	702.093381843851	644.8235700701531	656.658755383236	648.1118146399659
g2016	558.551574070799	494.3752545990379	452.14407369104737	732.1227610950353	781.4239189060509	728.6669939856786
g2017	647.999335042991	640.9164538450068	591.343485141999	817.4378795966248	746.9493342484309	826.4150053740013
g2018	1146.919068465662	861.5334241383885	948.9945277021084	1097.1921053809067	984.988133074854	1030.0244994516538
g2019	777.2016564472683	811.6127958238277	581.1829441601777	1027.7495670656594	952.1551953056921	997.1842584713872
g202	4373.001647529387	4533.115119531894	4119.08331403035	3702.2793284643253	3741.313258795987	3867.421320146682
g2020	1582.2315051969965	1355.9086787374265	1571.8356898877535	1620.9872515302002	1613.7388913543025	1546.3889943943152
g2021	793.1034806201025	652.1888537870044	860.5978211602632	700.3776007223508	682.9251055985654	699.4971328796771
g2022	222.6255384196779	217.39628459566813	306.8483376510029	283.72237083086736	229.8305643841326	311.01639987193596
g2023	1842.6238760271553	2608.7554151480176	2155.050742244295	2013.8336111421704	2015.9423790265344	2016.0044404121265
g2024	107.33731316663041	159.4239420368233	188.986062261876	230.15241270196233	234.75550504950687	167.67840688747853
g2025	618.183414718927	410.63742645848424	524.2839146619785	569.4288141850275	561.4432358526668	537.614062635775
g2026	75.53366482096214	104.67228517569207	77.2201114618418	51.58588560561225	44.32446598836843	55.828409666453105
g2027	828.8825850089793	874.4161669292429	763.0566277347788	1134.8894833234694	1009.6128364017253	1020.1724271575738
g2028	498.91973342267096	476.66148326161306	430.80693762922266	561.4925240918564	467.86936321055566	530.6596586634832
g2029	1206.5509091137899	1668.3151914156458	1432.6362784368018	1648.7642668562992	1400.3247958547508	1514.9009986308831
g203	2411.1140902059756	2306.0109595629388	2062.589819309722	2624.9279483163464	2739.908656836552	2735.2057178799637
g2030	1542.4769447649112	1800.3633050219034	1561.675148905932	1539.6402780751962	1397.0415020778346	1429.1300163059518
g2031	868.6371454410646	1011.295309082071	951.0266358984726	886.8804179118721	943.9469608634017	901.5612038523759
g2032	1480.8573760951788	1608.732506007944	1238.569945684015	1200.3638765921312	1226.310225678193	1207.9413344094507
g2033	534.6988378115478	605.4889111701572	486.68991302923973	494.0340582999019	487.5691258720527	469.6154460178114
g2034	228.5887224844907	334.9513125622146	351.5547179710166	184.51874466622843	174.01457017655753	217.51830202223596
g2035	182.87097798759254	285.03068424765377	263.1580114291714	297.6108784939168	282.3632648147915	258.0856585272711
g2036	278.28192302459735	336.5616554110714	245.8850917600752	281.73829830757455	216.69738927646787	272.380822248093
g2037	238.52736259251202	178.7480562231049	178.8255212800547	329.3560388666013	218.33903616492597	281.07382721345766
g2038	636.0729669133653	724.6542819855604	630.9695949711021	680.5368754894231	671.4335773793588	672.452228542987
g2039	425.3737966233131	375.2098837836346	382.03634091648047	559.5084515685636	572.9347640718734	501.29661966936266
g204	3907.8732904739886	4236.812035342244	4055.0719058448763	5880.790959039796	5877.095860679962	5936.936035567831
g2040	3474.5485817642584	4029.077807839716	3558.2214518338155	4325.278100778258	3887.4198318687572	4215.914230313746
g2041	693.7170795398891	547.5165686113123	622.841162185645	908.7052156680927	929.1721388672789	800.5291683660265
g2042	2417.0772742707886	2779.4517571268384	2405.000050397099	2779.685605133183	2477.2451546832576	2601.526619301467
g2043	2105.0039748789186	1930.8010757793043	1674.4571538041484	1799.5537786265504	2034.0004947995735	2074.730518400368
g2044	2105.0039748789186	1930.8010757793043	1674.4571538041484	1799.5537786265504	2034.0004947995735	2074.730518400368
g2045	522.7724696819222	760.08182466041	718.3502474147651	228.16834017866955	261.0218552648363	240.31329282030333
g2046	224.61326644128215	571.6717113441644	376.9560704255698	305.5471685870879	242.96373949179733	236.2565571697998
g2047	731.4839119503702	689.2267393107109	641.1301359529233	632.9191349303965	756.7992155791794	755.1323646580109
g2048	892.4898817003158	863.1437669872453	824.0198736257065	865.0556201556515	824.1067380059611	771.9388409243827
g2049	789.128024576894	829.3265671612525	787.4419260911499	630.9350624071036	559.8015889642087	667.8159592281258
g205	1969.8384694098283	2219.0524457246715	2672.222278218999	1908.6777674076532	1878.044040396055	1859.3371731474433
g2050	331.9505796079126	331.730626864501	352.5707720691987	422.60744746136186	352.9540810184893	357.76544879678596
g2051	149.07960162032	162.6446277345369	195.08238685096876	148.8054392469584	177.29786395347372	180.4281475033467
g2052	2347.506793514639	2367.2039878194973	2024.9958176769828	2934.44326195002	2848.257351474786	2924.7132261249135
g2053	71.5582087777536	82.12748529169684	180.85762947641894	59.522175698783364	70.59081620369787	100.45250182199175
g2054	924.2935300459841	806.7817672772572	1024.182530967586	922.5937233311421	796.1987409021737	906.9701847197139
g2055	212.68689831165656	152.98257064139608	124.97465407640185	124.99656896744506	178.9395108419318	147.39472863496096
g2056	1003.8026509101547	1004.8539376866438	805.7308998584282	954.3388837038266	1019.4627177324738	956.2305461901137
g2057	606.2570465893014	653.7991966358612	512.091265483793	595.2217569878336	551.5933545219182	521.1939421456418
g2058	105.34958514502614	93.39988523369445	122.9425458800376	121.0284239208595	132.97339796510528	132.52003124978143
g2059	717.5698157991403	486.3235403547539	517.1715359747036	553.5562339986852	526.9686511950468	535.6822837545828
g206	1824.7343238327169	1674.756562811073	1863.4432160660244	1859.0759543253337	1974.901206815082	1846.2010767553368
g2060	719.5575438207446	714.9922248924196	604.5521884183667	682.5209480127158	676.358518044733	710.121916726234
g2061	4049.0019800078917	4500.908262554759	4631.174579514143	3285.6240985728414	4478.4127117136695	3524.916924511314
g2062	956.0971783916524	1716.6254768813499	1442.796819418623	926.5618683777277	858.5813226635811	955.4578346376368
g2063	365.7419559751851	383.26159802791864	392.19688189830174	307.5312411103807	369.37054990307024	398.1396274137019
g2064	417.42288453689605	504.0373116921787	345.4583933819238	430.543737554533	433.39477855293575	483.5242539623949
g2065	584.3920383516545	492.7649117501811	489.7380753237861	537.683653812343	533.5352387488792	591.7038713091551
g2066	1156.8577085736833	1188.4330224563191	1017.070152280311	1033.7017846355377	1227.9518725666512	1043.9333073962373
g2067	950.1339943268396	888.9092525689541	812.8432785457031	966.2433188435832	948.871901528776	954.1055894208023
g2068	771.2384723824556	723.0439391367037	627.9214326765557	791.6449367938187	760.0825093560957	767.8821052738791
g2069	190.82189007400962	165.8653134322505	182.8897376727832	63.49032074536892	90.29057886519495	80.5551793457126
g207	443.26334881775153	436.40291204019303	494.8183458146968	436.4959551244113	431.7531316644777	463.6269314861157
g2070	3017.371136795277	2963.0308418965137	2660.0296290408132	3067.376121010636	3105.9959129627064	3077.3237577390933
g2071	2148.7339913542123	2170.7421602589675	1897.9890554042167	2206.28864590157	2196.5235367569244	2220.0002902660176
g2072	801.0543927065196	821.2748529169685	753.9121408511396	682.5209480127158	597.5594673987448	638.6460981221244
g2073	3301.6162438846873	2884.1240423025306	3389.556471535582	3636.8049351956633	3816.829015665059	3737.6057793305695
g2074	2667.5310049929262	3164.323698003614	2799.2290404917653	3253.878938200157	3230.7610764855212	3257.945083130559
g2075	172.9323378795712	181.9687419208185	219.46768520733983	109.12398878110282	155.95645440351853	129.62236292799318
g2076	771.2384723824556	631.254396751866	733.5910588874971	692.4413106291797	571.2931171834153	681.9179450608285
g2077	1047.5326673854486	1124.0193085020471	946.9624195057442	1400.7552014447017	1127.8114123707078	1245.804200480817
g2078	1140.955884400849	1462.1913067619753	1255.8428653531114	1184.491296405789	1131.094706147624	1094.93226985971
g2079	2260.0467605640515	2611.9761008457313	2322.6996684443466	2583.262425327198	2583.9522024330336	2439.257193281326
g208	1419.2378074254466	1103.0848514669087	1126.803994883981	1422.5799992009224	1360.9252705317565	1320.9503989591915
g2080	822.9194009441665	779.4059388466917	793.5382506802426	726.170543525157	765.0074500214699	806.324505009603
g2081	578.4288542868417	608.7095968678708	725.4626261020401	718.2342534319858	615.6175831717837	610.442126456719
g2082	3349.32171640319	4281.901635110234	8352.980741155281	3710.2156185574963	3629.681270380837	3800.002237193076
g2083	2951.776112082336	2948.5377562568024	5725.972870305387	2841.191853355259	2647.976431082899	2652.5255817649395
g2084	224.61326644128215	127.21708505968728	131.5790057145857	166.6620919565934	164.164688845809	173.47374353105496
g2085	1526.575120592077	1243.1846793174502	1805.528132469643	1257.9019797676217	1067.0704774977585	1110.966034573605
g2086	212.68689831165656	132.0481136062577	152.40811472731934	152.77358429354396	178.9395108419318	175.0191666360087
g2087	240.5150906141163	186.7997704673889	187.97000816369385	226.18426765537677	228.1889174956745	228.336263756912
g2088	1421.2255354470508	1813.2460478127578	1713.0672095350694	1093.223960334321	1147.5111750322048	1181.4759637371183
g2089	3315.530340035917	4151.463864352832	8371.777741971651	3224.1178503507654	3150.3203789510744	3290.978501998945
g209	868.6371454410646	946.881595127799	858.5657129638989	1097.1921053809067	1114.678237263043	1143.0335640013946
g2090	3921.7873866252185	4837.46991796583	8393.622905082566	4452.258742268996	4386.480485960016	4252.618029056396
g2091	5869.7608477974	7507.418361370406	11471.250768476235	5757.778462595644	5561.899658096008	5679.816266481156
g2092	204.7359862252395	346.2237125042122	285.5112015891782	295.62680597062405	300.42138058783047	270.25586547878163
g2093	246.4782746789291	454.11668337761785	708.1897064329438	206.343542422449	244.6053863802554	230.07486474998493
g2094	814.9684888577494	877.6368526269565	827.0680359202529	950.370738657241	996.4796612940606	923.3903052098472
g2095	57.644112626523736	57.972342558844836	59.947191792745606	45.63366803573391	36.11623154607798	45.78315948425393
g2096	417.42288453689605	471.83045471504266	671.6117588983872	660.6961502564953	545.0267669680859	550.9433369160008
g2097	143.1164175555072	80.51714244284004	162.56865570914061	73.41068336183281	77.15740375753023	87.50958331800435
